review_id,review_comment,true_sentiment,cleaned_text,vader_score,vader_sentiment,fasttext_line
570,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
571,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
572,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
573,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
574,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
575,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
576,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
577,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
578,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
579,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
580,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
581,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
582,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
583,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
584,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
585,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
586,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
587,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
588,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
589,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
590,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
591,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
592,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
593,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
594,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
595,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
596,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
597,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
598,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
599,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
600,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
601,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
602,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
603,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
604,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
605,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
606,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
607,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
608,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
609,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
610,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
611,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
612,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
613,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
614,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
615,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
616,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
617,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
618,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
619,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
620,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
621,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
622,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
623,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
624,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
625,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
626,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
627,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
628,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
629,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
630,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
631,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
632,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
633,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
634,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
635,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
636,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
637,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
638,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
639,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
640,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
641,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
642,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
643,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
644,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
645,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
646,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
647,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
648,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
649,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
650,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
651,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
652,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
653,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
654,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
655,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
656,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
657,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
658,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
659,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
660,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
661,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
662,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
663,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
664,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
665,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
666,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
667,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
668,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
669,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
670,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
671,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
672,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
673,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
674,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
675,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
676,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
677,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
678,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
679,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
680,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
681,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
682,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
683,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
684,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
685,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
686,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
687,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
688,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
689,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
690,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
691,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
692,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
693,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
694,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
695,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
696,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
697,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
698,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
699,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
700,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
701,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
702,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
703,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
704,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
705,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
706,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
707,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
708,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
709,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
710,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
711,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
712,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
713,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
714,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
715,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
716,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
717,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
718,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
719,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
720,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
721,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
722,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
723,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
724,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
725,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
726,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
727,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
728,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
729,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
730,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
731,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
732,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
733,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
734,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
735,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
736,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
737,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
738,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
739,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
740,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
741,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
742,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
743,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
744,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
745,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
746,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
747,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
748,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
749,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
750,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
751,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
752,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
753,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
754,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
755,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
756,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
757,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
758,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
759,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
760,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
761,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
762,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
763,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
764,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
765,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
766,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
767,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
768,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
769,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
770,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
771,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
772,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
773,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
774,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
775,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
776,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
777,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
778,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
779,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
780,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
781,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
782,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
783,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
784,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
785,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
786,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
787,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
788,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
789,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
790,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
791,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
792,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
793,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
794,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
795,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
796,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
797,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
798,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
799,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
800,It works fine,Neutral,it works fine,0.2023,Positive,__label__Neutral it works fine
801,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
802,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
803,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
804,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
805,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
806,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
807,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
808,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
809,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
810,Refund process was very slow,Negative,refund process was very slow,0.0,Neutral,__label__Negative refund process was very slow
811,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
812,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
813,Product received as expected,Neutral,product received as expected,0.0,Neutral,__label__Neutral product received as expected
814,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
815,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
816,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
817,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
818,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
819,Item arrived damaged,Negative,item arrived damaged,-0.4404,Negative,__label__Negative item arrived damaged
820,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
821,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
822,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
823,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
824,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
825,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
826,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
827,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
828,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
829,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
830,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
831,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
832,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
833,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
834,Very satisfied with the purchase,Positive,very satisfied with the purchase,0.4754,Positive,__label__Positive very satisfied with the purchase
835,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
836,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
837,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
838,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
839,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
840,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
841,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
842,Amazing product highly recommended,Positive,amazing product highly recommended,0.7089,Positive,__label__Positive amazing product highly recommended
843,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
844,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
845,Average experience overall,Neutral,average experience overall,0.0,Neutral,__label__Neutral average experience overall
846,Delivery was okay,Neutral,delivery was okay,0.2263,Positive,__label__Neutral delivery was okay
847,Great quality and fast delivery,Positive,great quality and fast delivery,0.6249,Positive,__label__Positive great quality and fast delivery
848,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
849,Excellent service and friendly staff,Positive,excellent service and friendly staff,0.7845,Positive,__label__Positive excellent service and friendly staff
850,Bad customer support experience,Negative,bad customer support experience,-0.2023,Negative,__label__Negative bad customer support experience
851,The item matches the description,Neutral,the item matches the description,0.0,Neutral,__label__Neutral the item matches the description
852,Poor quality and delayed delivery,Negative,poor quality and delayed delivery,-0.6124,Negative,__label__Negative poor quality and delayed delivery
853,Love this product will buy again,Positive,love this product will buy again,0.6369,Positive,__label__Positive love this product will buy again
854,Very disappointed with the product,Negative,very disappointed with the product,-0.5256,Negative,__label__Negative very disappointed with the product
